gram_i 	7095
gram_达抽	12053
gram_肉料	6728
gram_便雪糕	1119
gram_钱包	2821
gram_店全	9893
gram_领几便	12243
gram_食族	17456
gram_福满家	7830
gram_果饮	16667
gram_新品复	10416
gram_早餐面	10579
gram_食用小	7597
gram_虎便	12040
gram_捞底料	15780
gram_恩兹	4402
gram_深蓝	1885
gram_口食	19133
gram_红辣椒	9874
gram_红薯粉	1217
gram_老四	10535
gram_」打	10717
gram_沙面	16377
gram_寺	15057
gram_汁手扒	1563
gram_山竹	22096
gram_白水	18966
gram_源苹	5437
gram_削面	20932
gram_魔芋	22127
gram_青菜	11325
gram_芥末花	7177
gram_琪玛	21655
gram_化奶	19107
gram_铺	23448
gram_三店	18016
gram_磺	21878
gram_十字街	4154
gram_光明红	4717
gram_清扬	19657
gram_k面包	2577
gram_多力多	22164
gram_厦	20717
gram_京客隆	20374
gram_口啤酒	20915
gram_开禾	416
gram_水壶	22122
gram_间夜用	8443
gram_梁	12882
gram_零度可	22622
gram_迷你蛋	10920
gram_汤包馆	7004
gram_凉虾	10664
gram_焗鸡翅	10092
gram_2电池	138
gram_老干妈	22669
gram_其烤肉	10713
gram_小瓶矿	228
gram_京面	2738
gram_中街	21470
gram_1号	20911
gram_叫了只	9890
gram_ees	1059
gram_女儿红	2601
gram_米小	6678
gram_瓜蒌	4775
gram_李月饼	6285
gram_手洗洗	8760
gram_傅烧烤	5220
gram_水杯	21692
gram_茶铺	215
gram_潭铺	18373
gram_day	22589
gram_国牛奶	6707
gram_治雪糕	14787
gram_会有	22771
gram_咖喱	22482
gram_电源线	5637
gram_香果	22397
gram_手机数	14778
gram_尔玛超	12688
gram_水果榴	4606
gram_甜甜	22072
gram_饭店	14220
gram_姜糖水	126
gram_双眼皮	19327
gram_柠水	16673
gram_蜜小	434
gram_姨妈巾	11294
gram_包点	5088
gram_收据	18660
gram_活超	21772
gram_当	22379
gram_烤酱	5934
gram_安徽板	11884
gram_发冰棍	10665
gram_州大	3036
gram_辣豆	16378
gram_包蛋糕	17072
gram_奶紫米	13248
gram_叫了个	13075
gram_清风抽	14833
gram_筋面粉	19166
gram_梅条	6147
gram_狗薯片	12415
gram_限	7079
gram_活螃	213
gram_妻肺片	17536
gram_红心	20848
gram_鲜包	17382
gram_童年	2467
gram_然乐	4165
gram_佳白	21414
gram_专门	11595
gram_茱蒂丝	14252
gram_性浴	9062
gram_90	19897
gram_凯撒	15652
gram_明便利	14781
gram_哺火锅	7871
gram_渝	15233
gram_烧酸	17130
gram_排套餐	2325
gram_炒肉	5493
gram_西林	9346
gram_进口零	20295
gram_耳其	13227
gram_弟烧烤	15113
gram_黄尾	11317
gram_心火龙	19818
gram_勺子	20939
gram_09	16186
gram_喝的	12995
gram_果鲜切	7306
gram_阿	23103
gram_屎咖	2484
gram_开瓶器	22433
gram_友酸	10058
gram_铺子六	12336
gram_华为耳	10006
gram_仁水	7440
gram_徐福	18033
gram_h便利	9791
gram_瑶	7802
gram_口雪糕	9630
gram_色年	8944
gram_茶饼	13098
gram_糖果屋	7462
gram_珠	22965
gram_福佳啤	11771
gram_左邻	10815
gram_物奶	14210
gram_奶袋	6760
gram_全食	20327
gram_媚	20460
gram_色果	1459
gram_锅铲	13728
gram_司饮	11114
gram_传奇牛	12307
gram_0电	8394
gram_良运	12657
gram_臭豆	22663
gram_酿鲜啤	5445
gram_得利啤	13542
gram_名流	12200
gram_脆辣	4997
gram_超市	23592
gram_小核桃	19772
gram_事可乐	22276
gram_女士红	2097
gram_腰子	13908
gram_姜母鸭	3796
gram_力量	14750
gram_田桶装	6248
gram_冻饺	18432
gram_钓	3838
gram_香满	13555
gram_兰拉面	83
gram_穆	11446
gram_野菜	358
gram_养一头	1357
gram_锅食	16575
gram_甲油	16558
gram_多奇	7557
gram_大水	10107
gram_糖水黄	4868
gram_早餐店	13021
gram_豆沙月	18731
gram_蚊帐	15801
gram_薯饼	6264
gram_果拼盘	20003
gram_滴眼液	10808
gram_肯德	16846
gram_鸡抓	133
gram_冻干榴	5953
gram_國	3432
gram_9号	10870
gram_竹炭	8091
gram_花露水	22524
gram_艾可	5630
gram_q糖	20816
gram_船袜	20273
gram_沙滩裤	1578
gram_即可	10470
gram_长沙	18380
gram_精武鸭	14676
gram_豆豉	19973
gram_香松	4026
gram_超市冰	1158
gram_吉福	19041
gram_咖啡雪	5470
gram_铺子万	12548
gram_黄鸡	10784
gram_来西	9117
gram_tma	2728
gram_域春	4596
gram_北米	9638
gram_极度	13647
gram_皮麻	8304
gram_冰荔	452
gram_酸奶水	19492
gram_微利超	14515
gram_江西	11308
gram_卡套	9520
gram_良品甘	16640
gram_白玉	12443
gram_果汤	18921
gram_堂晴雨	4781
gram_薯干	17493
gram_石库门	4172
gram_口粉	11576
gram_百佳	21333
gram_花干	10258
gram_米卷	17006
gram_合蔬	5040
gram_发酵	17952
gram_猕猴桃	19774
gram_姚	11542
gram_窝头	13735
gram_小米锅	17876
gram_崂	21535
gram_桶抽	13970
gram_生婴	18867
gram_爽歪歪	18220
gram_奇饼	19714
gram_饭	23422
gram_晾衣	17805
gram_来一份	22517
gram_思多精	1333
gram_爱春	7702
gram_多拿滋	517
gram_休闲	19811
gram_37	11443
gram_枣奶	7058
gram_塑	20914
gram_枣茶	13601
gram_榔	23305
gram_箭	20211
gram_具车	8500
gram_毛膏	19471
gram_泉维	10439
gram_煸	6775
gram_蜜麻花	1536
gram_独立包	128
gram_卤藕	7453
gram_昊	2740
gram_‘	10263
gram_小猪佩	19337
gram_芋结	2512
gram_紫雪糕	18112
gram_与	14912
gram_云片糕	11772
gram_摩	21193
gram_子良	7333
gram_面包糕	4583
gram_二七	5880
gram_丰大	11448
gram_谷杂	13577
gram_off	12923
gram_火龙	22240
gram_燒	14601
gram_菇饼干	8401
gram_胖大	14436
gram_无穷鸡	15572
gram_跳棋	481
gram_眼霜	5202
gram_国冰淇	9270
gram_式蛋挞	4714
gram_管道疏	11650
gram_智利	1615
gram_寿全斋	18014
gram_客	23245
gram_信超	6474
gram_奶油面	16143
gram_辣辣面	11284
gram_皮刀	15582
gram_鸭汤	10875
gram_咖啡馆	7551
gram_装饼	11794
gram_鞋	23356
gram_ter	12859
gram_饭盒	21555
gram_小护	12828
gram_午后奶	1979
gram_麦丽素	21386
gram_蜂蜜黄	18214
gram_堡小子	5751
gram_漫	17800
gram_扁桃	9854
gram_力蛋糕	19122
gram_馍	21316
gram_红酒杯	20892
gram_延吉	7617
gram_县小吃	19384
gram_麻辣牛	13809
gram_泉	23538
gram_茶奶盖	556
gram_果粒橙	20361
gram_雪人	14915
gram_有门	13072
gram_香酥	17939
gram_陵	15665
gram_营业	7371
gram_百川名	5988
gram_利乌龙	20627
gram_雪梅	11151
gram_东门	10345
gram_元酸	6662
gram_ba	15707
gram_广州	16342
gram_桂花糕	13926
gram_虾饺	11721
gram_口酒	10003
gram_北	23364
gram_阿华	17542
gram_ys	11635
gram_亚天天	17973
gram_菜干	12897
gram_港式饮	3702
gram_农心泡	10105
gram_男士	21651
gram_狼	20000
gram_锅蘸料	17561
gram_工吐司	17906
gram_辣	23562
gram_q星	17147
gram_展	7526
gram_度饮	20015
gram_金号毛	3104
gram_鲜果超	17239
gram_林瓜	15504
gram_玉米香	1210
gram_点便利	16203
gram_轩尼	16155
gram_青岛科	5335
gram_砂	22673
gram_清爽	17169
gram_二家	21082
gram_悠	21846
gram_丫鸭脖	3588
gram_桥	22706
gram_菜店	15128
gram_大红袍	12184
gram_巢雪糕	6608
gram_核桃包	10347
gram_伊利苦	14747
gram_茯苓	9011
gram_汇玉米	2914
gram_子味	5944
gram_淮	18141
gram_仙草奶	3859
gram_胶	23413
gram_底辣片	9614
gram_汤姆	14724
gram_师傅干	12126
gram_魏家	15971
gram_城超	14836
gram_徳	4078
gram_荷水	12585
gram_冰洋	21164
gram_宜简	4746
gram_全橙汁	3305
gram_水溶c	17771
gram_拉轻	10570
gram_日子生	10116
gram_wi	15228
gram_三八	4454
gram_gi	8482
gram_西点	16686
gram_烤味	7816
gram_星巴	23192
gram_验孕纸	14474
gram_饨	21406
gram_式面	17027
gram_球拍	13487
gram_遇见	17142
gram_辣粉	23108
gram_三件套	13444
gram_鲜果茶	5086
gram_燃气	6887
gram_英语本	11377
gram_苏菲3	4591
gram_濑	14882
gram_西	23461
gram_piz	19642
gram_必品	9399
gram_王卫	15568
gram_碎冰	21265
gram_士啤	12554
gram_杯乐	7863
gram_瓦香鸡	6318
gram_nco	1258
gram_唇	21740
gram_麟	20888
gram_个西瓜	14213
gram_花椒	19208
gram_婆豆	4597
gram_鱼皮花	18999
gram_鲜奶屋	14042
gram_立体	1873
gram_激凌蛋	15186
gram_京炸酱	11243
gram_邻右舍	8106
gram_蔗汁	9419
gram_佳宝	16151
gram_蜜汁手	191
gram_老城	3059
gram_多士	3713
gram_啡雪糕	1127
gram_tt	17679
gram_pqp	10554
gram_川湘火	4264
gram_只炸	8920
gram_时便利	22890
gram_丁雪	2088
gram_基围虾	13242
gram_韩国烤	3756
gram_寿	23116
gram_回头	14488
gram_芋圆仙	17287
gram_w	20961
gram_唯伊	882
gram_马刀	9035
gram_莲果	12161
gram_溪	19738
gram_迭香	5308
gram_咖喱牛	8673
gram_大麻花	5678
gram_大满	618
gram_凤	23020
gram_斯特比	7082
gram_树泡	18654
gram_睡	19542
gram_法丽兹	16604
gram_123	13943
gram_尚饮品	9742
gram_如海	15451
gram_女内	15406
gram_乐家超	8081
gram_豆乳盒	20546
gram_文具店	20940
gram_念	21100
gram_蜡纸	1567
gram_坛酸	20747
gram_堡小	10215
gram_提神	10998
gram_鑫鑫	4670
gram_镜眼	8606
gram_角内	5352
gram_换	21746
gram_se啤	3079
gram_便面干	12860
gram_雪大牛	8827
gram_安慕	22758
gram_的味道	1813
gram_猫猫	12270
gram_利便	20854
gram_来悦喜	21188
gram_g7	3078
gram_装可	3231
gram_华酥饼	5439
gram_希高端	490
gram_味好美	14332
gram_脑丸	17249
gram_力酱	11873
gram_勇	21760
gram_中筋面	5582
gram_碎	22139
gram_cr2	15855
gram_牧冰淇	8238
gram_好	23347
gram_优一件	1141
gram_几邻	9879
gram_西瓜味	4738
gram_树叶茉	8750
gram_式烧烤	10093
gram_统黄油	7499
gram_张新发	22051
gram_淮南牛	12985
gram_面桶装	5549
gram_龙虾盖	7855
gram_而雅	20656
gram_肉罐	19002
gram_菜方便	4604
gram_立国火	12806
gram_可波罗	7150
gram_熟芝士	14624
gram_雨伞	23121
gram_鋪	5130
gram_食工坊	19206
gram_手擀面	17522
gram_小凳	5347
gram_街景	9220
gram_神粮	3608
gram_龙火	2337
gram_算机	5854
gram_家水	12710
gram_椒面	17929
gram_烤鱼片	14967
gram_零食超	6539
gram_灌汤包	13976
gram_液	23447
gram_笔袋	9002
gram_按摩	18470
gram_栗仁	17783
gram_棒批	20246
gram_斯避	14610
gram_中老年	6269
gram_欧尚超	16209
gram_天白	789
gram_心相印	20407
gram_炒年糕	21672
gram_威啤	22459
gram_席泡面	8437
gram_咖喱猪	9521
gram_宜多	17644
gram_生堂	15164
gram_爹鱼串	6073
gram_蜜汁	16494
gram_腿面	2877
gram_心饼干	17110
gram_芙蕾	16169
gram_哈密	20091
gram_椒笋	16348
gram_板栗鸡	3269
gram_片香	6278
gram_pl	13249
gram_的麻	8303
gram_头发	12445
gram_子馅	5845
gram_韩式炸	19525
gram_好水	2181
gram_豉鲮鱼	17617
gram_荞麦面	17620
gram_福佳	21788
gram_榴	23363
gram_棉条	22130
gram_火车站	9537
gram_旺旺果	7912
gram_事原味	13089
gram_果胡	1284
gram_抽	23111
gram_部队火	17173
gram_街糯	9663
gram_久鸭脖	13567
gram_刻立洁	7132
gram_烘	21306
gram_椰奶	20167
gram_氏大冰	849
gram_金大洲	2026
gram_一件矿	2758
gram_香尔	5579
gram_机充	21434
gram_糖薄荷	3474
gram_茶2	8308
gram_樱花	16158
gram_乌江	20172
gram_孕试	19782
gram_清洁	19982
gram_素食	21212
gram_利来	13879
gram_app	16089
gram_过	22162
gram_烤馍片	7064
gram_家汉	1998
gram_换插头	15392
gram_切牛	1370
gram_糯玉米	14525
gram_姜红糖	17842
gram_回味	9446
gram_芳台	15425
gram_火锅超	20711
gram_小鱼干	18601
gram_必思	17213
gram_青汁	15118
gram_卡迪那	13046
gram_内	23320
gram_锅牛	9290
gram_稽山	5313
gram_生雪糕	5504
gram_保湿	12700
gram_卫龙豆	18301
gram_门泡	8225
gram_里拉	16972
gram_cke	1132
gram_冰糖杨	11173
gram_超市外	1967
gram_4f	8901
gram_磨砂	10861
gram_七星	14463
gram_爆	23128
gram_香炸	3318
gram_红糖馒	16848
gram_麦饼干	13257
gram_白菜泡	9578
gram_简餐	15870
gram_只松鼠	22596
gram_br	16941
gram_龄坛	15212
gram_味美	1884
gram_益菌多	4400
gram_串串香	21137
gram_手工锅	15901
gram_专卖店	11527
gram_挑	17132
gram_不锈钢	19213
gram_豆饼	21268
gram_外	22225
gram_小鱼仔	16439
gram_伊利	22979
gram_家优	8725
gram_宏发	13060
gram_雀巢冰	20252
gram_日本酒	2843
gram_骨拉面	19065
gram_学院	14247
gram_悠百佳	17066
gram_6小瓶	12
gram_人小	17725
gram_口葡萄	13269
gram_学中心	484
gram_泉箱	15805
gram_纳宝帝	12489
gram_味麦	11649
gram_圆仙	17275
gram_醇冰	2870
gram_油花	6203
gram_爆辣	3126
gram_狮王	17364
gram_心虾	4273
gram_莓水果	2212
gram_猫瓜	6447
gram_底捞小	14628
gram_芋奶茶	7790
gram_品胜苹	2656
gram_品生	11220
gram_心罐头	12294
gram_食尚	10609
gram_番茄薯	12497
gram_奶茶店	20666
gram_小菠	12683
gram_c面包	2188
gram_莓派	4993
gram_店2	1849
gram_面馆	18413
gram_四季生	3830
gram_粒谷粒	1329
gram_麦芽	17785
gram_换头	13798
gram_中老	6411
gram_八喜棒	9960
gram_于洪	6881
gram_南京	18013
gram_力保健	17887
gram_士内	20966
gram_芥香味	5239
gram_色	22945
gram_童毛	8808
gram_形胸贴	656
gram_王啤酒	3454
gram_老板海	21039
gram_日生	1017
gram_炸鱼	7505
gram_片红	1674
gram_衛	15787
gram_麦德	19849
gram_锅拌饭	12975
gram_望牛	6362
gram_地广	3768
gram_装瓜子	11295
gram_ix	13408
gram_李锦	18385
gram_拍	19592
gram_柠檬味	3823
gram_市大	4658
gram_螺	23336
gram_迪便利	19390
gram_鲜蔬	11735
gram_东北大	22886
gram_豇豆	4749
gram_y今	4519
gram_口食品	19140
gram_宫廷	19037
gram_锣王	1804
gram_辣香锅	22999
gram_江香醋	9980
gram_迪牛	17848
gram_哈苏	13922
gram_国面	9994
gram_九制话	9142
gram_联家	4702
gram_家威	2496
gram_s购	20255
gram_璃水	11246
gram_糖奶	13987
gram_芒了	14984
gram_小镇	12251
gram_fem	7
gram_猪肉片	10755
gram_糕面包	15680
gram_edo	5736
gram_萝雪	6911
gram_碧丝	12920
gram_瘦肉	18085
gram_嘴巴香	7307
gram_明白	13170
gram_明冰砖	19664
gram_米粥铺	9017
gram_厦门特	5745
gram_海天黄	8935
gram_口罩	22594
gram_0胶水	1413
gram_下	22774
gram_桂圆	21189
gram_牛乳茶	18700
gram_粟	15879
gram_山楂冰	252
gram_猕	19768
gram_魔鬼	8881
gram_干炒	6012
gram_泡脚	11227
gram_意超	15285
gram_蓝花	5782
gram_的便利	11392
gram_古老	7204
gram_幼	20214
gram_2米	8836
gram_pv	2942
gram_华莱	15603
gram_头烧烤	9961
gram_连心	3530
gram_鼠便利	9418
gram_数据	23478
gram_一布	4126
gram_专家	13576
gram_棍批发	17401
gram_肉火锅	17258
gram_车仔	20874
gram_猪头肉	14191
gram_芝士火	19100
gram_白剂	10013
gram_明火	5420
gram_魔女	5271
gram_邦迪	16557
gram_头玉	1950
gram_滋味	14691
gram_蘑菇	18087
gram_圈	22772
gram_结	17777
